Bmr026-c1_0000040_0000140,yeah .,yeah .,z,z
Bmr026-c1_1891750_1896440,my impression was that when we did that before that had very little - uh - he didn't lose very much .,my impression was that when we did that before that had very little - uh - he didn't lose very much .,s,s
Bmr026-c3_1896440_1896710,right .,right .,b,b
Bmr026-c5_1897110_1898740,by just taking the top whatever ?,by just taking the top whatever ?,qy^bu^d,qy^bu^d
Bmr026-c0_1898490_1898640,yep .,yep .,b,b
Bmr026-c1_1899010_1899170,yeah .,yeah .,s^aa,s^aa
Bmr026-c1_1899880_1900040,yeah .,yeah .,b,b
Bmr026-c3_1900610_1900900,but then ==,but then ==,s.%--,s.%--
Bmr026-c3_1900900_1902140,and then something ==,and then something ==,s.%--,s.%--
Bmr026-c3_1902140_1915710,once we have the new m l p trained up uh - one thing i wanted to try just for the fun of it was to actually run uh - like a standard hybrid system that is based on you know those features .,once we have the new m_l_p trained up uh - one thing i wanted to try just for the fun of it was to actually run uh - like a standard hybrid system that is based on you know those features .,s,s
Bmr026-c3_1915710_1922760,uh - and uh - | retrain m l p and also the you know the dictionary that we use for the hub five system .,uh - and uh - | retrain m_l_p and also the you know the dictionary that we use for the hub-five system .,fh|s,fh|s
Bmr026-c1_1923010_1927990,and the b- - and the base u- - starting off with the base of the alignments that you got from i- - from a pretty decent system .,and the b- - and the base u- - starting off with the base of the alignments that you got from i- - from a pretty decent system .,s,s
Bmr026-c3_1926510_1927020,exactly .,exactly .,s^bk,s^bk
Bmr026-c5_1926550_1926730,right .,right .,b,b
Bmr026-c3_1927840_1928080,yeah .,yeah .,b,b
Bmr026-c3_1928080_1935320,so that would basically give us a um - more - hopefully a - a better system .,so that would basically give us a um - more - hopefully a - a better system .,s,s
Bmr026-c1_1929110_1929320,yeah .,yeah .,b,b
Bmr026-c3_1935920_1941930,um - | because - you know compared to what eric did a while ago where he trained up i think a system based on broadcast news .,um - | because - you know compared to what eric did a while ago where he trained up i think a system based on broadcast news .,fh|s,fh|s
Bmr026-c3_1941930_1945170,and then uh - tra- - retraining it on switchboard .,and then uh - tra- - retraining it on switchboard .,s,s
Bmr026-c3_1945170_1946550,or s- - uh - and ==,or s- - uh - and ==,s.%--,s.%--
Bmr026-c1_1945800_1946020,yeah .,yeah .,b,b
Bmr026-c3_1947340_1952400,but he - i think he d- - he didn't - he probably didn't use all the training data that was available .,but he - i think he d- - he didn't - he probably didn't use all the training data that was available .,s,s
Bmr026-c3_1952400_1960250,and his dictionary probably wasn't as tuned to um - conversational speech as - as the - as ours is .,and his dictionary probably wasn't as tuned to um - conversational speech as - as the - as ours is .,s,s
Bmr026-c3_1960250_1960620,so ==,so ==,s.%-,s.%-
Bmr026-c1_1960590_1962500,that's - that's certainly one thing yeah .,that's - that's certainly one thing yeah .,s^ba,s^ba
Bmr026-c3_1962410_1963810,and the dictionary made a huge difference .,and the dictionary made a huge difference .,s,s
Bmr026-c1_1962830_1965290,uh - yeah .,uh - yeah .,b,b
Bmr026-c3_1964150_1969100,uh - | we - we made some improvements to the dictionary's uh - to the dictionary about two years ago .,uh - | we - we made some improvements to the dictionary's uh - to the dictionary about two years ago .,fh|s,fh|s
Bmr026-c3_1969110_1976510,which resulted in a uh - something like a four per cent absolute error rate reduction on switchboard .,which resulted in a uh - something like a four percent absolute error rate reduction on switchboard .,s,s
Bmr026-c3_1976510_1976810,which ==,which ==,%-,%-
Bmr026-c1_1977080_1985320,well the other thing is dipping deep into history and into uh - our resource management days when we were collaborating with s r i before .,well the other thing is dipping deep into history and into uh - our resource management days when we were collaborating with s_r_i before .,s^rt,s^rt
Bmr026-c3_1981130_1981700,uhhuh .,mm-hmm .,b,b
Bmr026-c3_1984750_1985320,huh .,mmm .,b,b
Bmr026-c3_1985320_1985840,uhhuh .,mm-hmm .,s,s
Bmr026-c1_1985490_1992570,uh - | it was - i think it is was a really key uh - starting point for us that we actually got our alignment .,uh - | it was - i think it is was a really key uh - starting point for us that we actually got our alignment .,fh|s,fh|s
Bmr026-c1_1992570_1997480,when we were working together we got our initial alignments from decipher uh - at the time .,when we were working together we got our initial alignments from decipher uh - at the time .,s,s
Bmr026-c3_1995430_1995940,uhhuh .,mm-hmm .,b,b
Bmr026-c3_1996590_1996780,yeah .,yeah .,b,b
Bmr026-c1_1997920_2006710,uh - | and later we got away from it because - because once we had decent systems going then it was - it was typically better to use our own systems .,uh - | and later we got away from it because - because once we had decent systems going then it was - it was typically better to use our own systems .,fh|s,fh|s
Bmr026-c5_1998130_1998350,yeah .,yeah .,b,b
Bmr026-c3_2003440_2003830,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2006710_2007840,because they were self- - consistent .,cuz they were self- - consistent .,s,s
Bmr026-c1_2007910_2013620,but - but certainly to start off when we were trying to recover from our initial hundred and forty per cent error uh - rate .,but - but certainly to start off when we were trying to recover from our initial hundred and forty percent error uh - rate .,s,s
Bmr026-c1_2013700_2017120,uh - | but that was a - that was a good - good - good way to start .,uh - | but that was a - that was a good - good - good way to start .,fh|s,fh|s
Bmr026-c3_2015900_2016090,yeah .,yeah .,b,b
Bmr026-c3_2017490_2018200,okay .,o_k .,b,b
Bmr026-c1_2017550_2022040,and we're not quite that bad with our - our switchboard systems but it was - they certainly aren't as good as s r i's .,and we're not quite that bad with our - our switchboard systems but it was - they certainly aren't as good as s_r_i's .,s,s
Bmr026-c3_2020000_2020220,yeah .,yeah .,b,b
Bmr026-c1_2022200_2022350,so ==,so ==,s.%-,s.%-
Bmr026-c5_2022270_2025900,w- - what is the performance on s- - the best switchboard system that we've done ?,w- - what is the performance on s- - the best switchboard system that we've done ?,qw,qw
Bmr026-c3_2022570_2022870,right .,right .,b,b
Bmr026-c5_2026500_2026760,roughly ?,roughly ?,qw^e,qw^e
Bmr026-c1_2027340_2031200,well the hybrid system we never got better than about fifty per cent error .,well the hybrid system we never got better than about fifty percent error .,s,s
Bmr026-c1_2031650_2032950,and uh - it was ==,and uh - it was ==,s.%--,s.%--
Bmr026-c1_2033400_2036700,i think there's just a whole lot of things that uh - no one ever had time for .,i think there's just a whole lot of things that uh - no one ever had time for .,s,s
Bmr026-c1_2036700_2039250,we never did really fix up the dictionary .,we never did really fix up the dictionary .,s,s
Bmr026-c1_2039770_2043060,uh - we always had a list of a half dozen things that we were going to do .,uh - we always had a list of a half dozen things that we were gonna do .,s,s
Bmr026-c1_2043060_2045210,and - and a lot of them were pretty simple and we never did .,and - and a lot of them were pretty simple and we never did .,s,s
Bmr026-c3_2043120_2043370,yeah .,yeah .,b,b
Bmr026-c3_2044550_2045120,huh .,mmm .,b,b
Bmr026-c3_2045890_2046350,but that w- ==,but that w- ==,s.%-,s.%-
Bmr026-c1_2045920_2048640,uh - we never did an- - never did any adaptation .,uh - we never did an- - never did any adaptation .,s,s
Bmr026-c3_2046350_2047710,even that - that number ==,even that - that number ==,s.%-,s.%-
Bmr026-c3_2048620_2048850,right .,right .,fg,fg
Bmr026-c1_2048880_2050000,uh - | we never did any ==,uh - | we never did any ==,fh|s.%-,fh|s.%-
Bmr026-c3_2050520_2053260,and - and that number i think was on switchboard one data .,and - and that number i think was on switchboard-one data .,s,s
Bmr026-c3_2053260_2053610,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bmr026-c3_2054270_2056110,where the error rate now is in the twenties .,where the error rate now is in the twenties .,s,s
Bmr026-c1_2056640_2056850,yeah .,yeah .,s^aa,s^aa
Bmr026-c3_2056680_2057570,so um ==,so um ==,s.%-,s.%-
Bmr026-c1_2057160_2057420,yeah .,yeah .,fg,fg
Bmr026-c1_2057420_2057800,so we were ==,so we were ==,s.%--,s.%--
Bmr026-c3_2057710_2058730,that's yet s- ==,that's yet s- ==,s.%-,s.%-
Bmr026-c1_2057800_2057940,yeah .,yeah .,fg,fg
Bmr026-c1_2057940_2060050,we were probably at least a factor or two off .,we were probably at least a factor or two off .,s,s
Bmr026-c3_2059180_2059450,right .,right .,b,b
Bmr026-c1_2060050_2060230,yeah .,yeah .,b,b
Bmr026-c3_2060140_2062920,so it would be - so it would be good t- - to sort of r- - re- - uh ==,so it would be - so it would be good t- - to sort of r- - re- - uh ==,s.%--,s.%--
Bmr026-c1_2062190_2062410,yeah .,yeah .,b,b
Bmr026-c3_2062920_2066530,just at least to give us an idea of how well the hybrid system would do .,just at least to give us an idea of how well the hybrid system would do .,s,s
Bmr026-c1_2066360_2066580,yeah .,yeah .,b,b
Bmr026-c1_2067450_2068340,but i think - again it's ==,but i think - again it's ==,s.%--,s.%--
Bmr026-c1_2068340_2068500,yeah .,yeah .,fh,fh
Bmr026-c1_2068500_2070690,it's the conver- - it's the s- - conversational speech bit .,it's the conver- - it's the s- - conversational speech bit .,s,s
Bmr026-c1_2070690_2073190,because our - our broadcast news system is actually pretty good .,because our - our broadcast news system is actually pretty good .,s,s
Bmr026-c3_2070840_2071510,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2073190_2073940,he knows .,he knows .,s,s
Bmr026-c3_2073230_2073610,right .,right .,s^bk,s^bk
Bmr026-c3_2074210_2079370,and the other thing that that would help us to evaluate is to see how well the m l p is trained up .,and the other thing that that would help us to evaluate is to see how well the m_l_p is trained up .,s,s
Bmr026-c3_2079510_2079810,right ?,right ?,qy^d^g,qy^d^g
Bmr026-c3_2080490_2084330,because it's a pretty good um - indicator of that .,because it's a pretty good um - indicator of that .,s,s
Bmr026-c1_2082890_2083330,uhhuh .,mm-hmm .,b,b
Bmr026-c3_2084810_2093930,so it's sort of a sanity check of the m l p outputs before we go ahead and train up the - uh - you know use them as a basis for the tandem system .,so it's sort of a sanity check of the m_l_p outputs before we go ahead and train up the - uh - you know use them as a basis for the tandem system .,s^df,s^df
Bmr026-c5_2091090_2091480,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2094430_2094570,yeah .,yeah .,b,b
Bmr026-c1_2094750_2095800,it'll still probably be worse .,it'll still probably be worse .,s,s
Bmr026-c1_2095800_2098220,i mean it's - it'd be context independent and so on .,i mean it's - it'd be context independent and so on .,s,s
Bmr026-c3_2096220_2096410,no .,no .,s^ar,s^ar
Bmr026-c3_2096540_2096820,sure .,sure .,s^aa,s^aa
Bmr026-c5_2097730_2105600,should we - should we bother with um - using the net before doing uh - embedded training ?,should we - should we bother with um - using the net before doing uh - embedded training ?,qy^rt,qy^rt
Bmr026-c3_2097920_2098110,not ==,not ==,%-,%-
Bmr026-c3_2098430_2098620,but ==,but ==,%-,%-
Bmr026-c1_2098460_2098660,but ==,but ==,%-,%-
Bmr026-c5_2106230_2107610,i mean should - should we even use that ?,i mean should - should we even use that ?,qy^rt,qy^rt
Bmr026-c3_2107360_2109260,oh oh that's a good question .,oh oh that's a good question .,s^bk,s^bk
Bmr026-c5_2107610_2109030,or should i just go straight to ?==,or should i just go straight to ?==,qrr.%-,qrr.%-
Bmr026-c3_2109260_2116360,yeah | we - we weren't sure whether it's worth to just use the alignments um - from the s r i recognizer .,yeah | we - we weren't sure whether it's worth to just use the alignments um - from the s_r_i recognizer .,h|s^no,h|s^no
Bmr026-c3_2116360_2120610,or whether to actually go through one or more iterations of embedded training where you realign .,or whether to actually go through one or more iterations of embedded training where you realign .,s,s
Bmr026-c0_2119480_2119800,try it .,try it .,s^co,s^co
Bmr026-c0_2121490_2121940,you run it .,you run it .,s^co^rt,s^co^rt
Bmr026-c0_2122210_2123590,keep - keep both versions .,keep - keep both versions .,s^co^rt,s^co^rt
Bmr026-c0_2123650_2124390,see which one's better .,see which one's better .,s^co,s^co
Bmr026-c1_2124150_2124880,uh - | yeah .,uh - | yeah .,h|s^aa,h|s^aa
Bmr026-c1_2124880_2126160,i mean i think i agree with ad- ==,i mean i think i agree with ad- ==,s.%--,s.%--
Bmr026-c1_2126160_2128860,i mean basically you would then - you proceed with the embedded training .,i mean basically you would then - you proceed with the embedded training .,s^cs,s^cs
Bmr026-c3_2126450_2127010,uhhuh .,mm-hmm .,b,b
Bmr026-c3_2128820_2129310,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2128860_2131800,it's going to take you a while to train at this net anyway .,it's gonna take you a while to train at this net anyway .,s,s
Bmr026-c3_2130380_2130750,right .,right .,b,b
Bmr026-c1_2131800_2134930,and while it's training you may as well test the one you have and see how it did .,and while it's training you may as well test the one you have and see how it did .,s^cs,s^cs
Bmr026-c3_2135250_2135470,okay .,o_k .,s^bk,s^bk
Bmr026-c5_2136230_2136580,huh .,mmm .,b,b
Bmr026-c3_2136280_2136590,all right .,alright .,b,b
Bmr026-c0_2137070_2138510,i could make arguments either way .,i could make arguments either way .,s,s
Bmr026-c3_2138810_2139450,but - but so i ==,but - but so i ==,s.%-,s.%-
Bmr026-c0_2138850_2139320,you know it's ==,you know it's ==,%-,%-
Bmr026-c3_2139450_2140150,well but i- ==,well but i- ==,%-,%-
Bmr026-c0_2139480_2140740,sort of given up guessing .,sort of given up guessing .,s,s
Bmr026-c3_2140150_2147130,but in your experience i mean - uh - have you seen big improvements in s- - on some tasks with embedded training ?,but in your experience i mean - uh - have you seen big improvements in s- - on some tasks with embedded training ?,qy^rt,qy^rt
Bmr026-c3_2147140_2150100,or was it sort of smallish uh - improvements that you got ?,or was it sort of small-ish uh - improvements that you got- ?,qrr,qrr
Bmr026-c1_2149760_2150920,uh - well - | it depended on the task .,uh - well - | it depended on the task .,fh|s,fh|s
Bmr026-c1_2150920_2153550,i mean i think in this one i would sort of expect it to be important .,i mean i think in this one i would sort of expect it to be important .,s,s
Bmr026-c3_2151090_2151380,right .,right .,b,b
Bmr026-c1_2153550_2158770,because we're coming from uh - alignments that were achieved with an extremely different system .,because we're coming from uh - alignments that were achieved with an extremely different system .,s^df,s^df
Bmr026-c3_2156550_2157240,that are from another ==,that are from another ==,s^2.%-,s^2.%-
Bmr026-c3_2157630_2158010,right .,right .,b,b
Bmr026-c3_2158780_2159090,right .,right .,b,b
Bmr026-c0_2159270_2167430,although i mean we've done it with - when we were combining with the cambridge recurrent neural net embedded training made it worse .,although i mean we've done it with - when we were combining with the cambridge recurrent neural net embedded training made it worse .,s,s
Bmr026-c1_2159640_2160130,uh ==,uh ==,fh,fh
Bmr026-c0_2168710_2169640,which i've never figured out .,which i've never figured out .,s,s
Bmr026-c1_2171340_2171620,right .,right .,s^aa,s^aa
Bmr026-c1_2171620_2172440,but i mean i- ==,but i mean i- ==,s^arp.%-,s^arp.%-
Bmr026-c0_2172340_2173030,i think it's a bug .,i think it's a bug .,s,s
Bmr026-c3_2173270_2179440,so you - you started training with outputs from a - with alignments that were generated by the cambridge uh - system ?,so you - you started training with outputs from a - with alignments that were generated by the cambridge uh - system ?,qy^bu^d^rt,qy^bu^d^rt
Bmr026-c0_2178450_2178610,yep .,yep .,s^aa,s^aa
Bmr026-c3_2179440_2179850,and then ==,and then ==,s.%--,s.%--
Bmr026-c3_2180790_2181310,uh - uh ==,uh - {uh} ==,fh,fh
Bmr026-c0_2181890_2182370,yeah .,yeah .,b,b
Bmr026-c1_2182550_2183170,yeah .,yeah .,fg,fg
Bmr026-c3_2182710_2183700,well that might probably just ==,<hmm> well that might probably just ==,s.%--,s.%--
Bmr026-c3_2184170_2184400,huh .,hmm .,fh,fh
Bmr026-c3_2184400_2188350,that was probably because your initial system - i mean your system was ba- - worse than cambridge's .,that was probably because your initial system - i mean your system was ba- - worse than cambridge's .,s,s
Bmr026-c3_2189670_2193260,and you um ==,and you um ==,%-,%-
Bmr026-c1_2192860_2193210,was it ?,was it ?,qy^bu^rt,qy^bu^rt
Bmr026-c1_2193210_2194080,i don't think it was .,i don't think it was .,s^ng,s^ng
Bmr026-c0_2194110_2194260,no .,no .,s^aa,s^aa
Bmr026-c0_2194260_2195440,they were - they were comparable .,they were - they were comparable .,s^e^nd,s^e^nd
Bmr026-c3_2194430_2194850,it wasn't ?,it wasn't ?,qy^bh,qy^bh
Bmr026-c1_2195360_2195650,no .,no .,s^aa,s^aa
Bmr026-c3_2195820_2196070,really ?,really ?,qy^bh,qy^bh
Bmr026-c0_2196170_2197070,they were very close .,they were very close .,s,s
Bmr026-c1_2196440_2196650,yeah .,yeah .,b,b
Bmr026-c3_2197170_2197670,that's weird .,that's weird .,s^ba,s^ba
Bmr026-c1_2199320_2199640,excuse me ?,excuse me ?,qw^bu^rt,qw^bu^rt
Bmr026-c3_2200280_2201250,that's - that's weird .,that's - that's weird .,s^r^rt,s^r^rt
Bmr026-c3_2201730_2202940,no i mean it's weird that it did ==,no i mean it's weird that it did ==,s^df.%-,s^df.%-
Bmr026-c1_2201840_2202030,oh !,oh !,s^fe,s^fe
Bmr026-c0_2201850_2202520,that's what i said .,that's what i said .,s,s
Bmr026-c3_2202940_2203400,i'm sorry .,i'm sorry .,s^fa,s^fa
Bmr026-c3_2203400_2204920,it's w- ==,it's w- ==,s.%--,s.%--
Bmr026-c3_2206370_2207640,it's weird that it got worse .,it's weird that it got worse .,s,s
Bmr026-c5_2207030_2207800,that's ambiguous .,that's ambiguous .,s,s
Bmr026-c1_2209660_2210630,um - | no .,um - | no .,fh|s^ba,fh|s^ba
Bmr026-c1_2210770_2218620,uh - | tha- - u- - we- - we've see- - i mean and wi- - with the numbers - o g i numbers task we've seen a number of times people doing embedded trainings and things not getting better .,uh - | tha- - u- - we- - we've see- - i mean and wi- - with the numbers - o_g_i numbers task we've seen a number of times people doing embedded trainings and things not getting better .,fh|s,fh|s
Bmr026-c3_2217460_2218630,oh actually it's not that weird .,oh actually it's not that weird .,s,s
Bmr026-c3_2218630_2220140,because we have seen ==,because we have seen ==,s^df.%--,s^df.%--
Bmr026-c3_2221640_2227670,we have seen cases where acoustic - retraining the acoustic models after some other change made matters worse rather than better .,we have seen cases where acoustic - retraining the acoustic models after some other change made matters worse rather than better .,s,s
Bmr026-c1_2227070_2227250,yeah .,yeah .,s^aa,s^aa
Bmr026-c1_2227410_2227770,it just ==,it just ==,s.%-,s.%-
Bmr026-c3_2227840_2228080,yeah .,yeah .,b,b
Bmr026-c1_2228510_2236900,but i - but i would - i would suspect that something that - that had um - a very different um - feature set for instance .,but i- - but i would - i would suspect that something that - that had um - a very different um - feature set for instance .,s,s
Bmr026-c1_2236900_2239460,i mean they were using pretty diff- - similar feature sets to us .,i mean they were using pretty diff- - similar feature sets to us .,s,s
Bmr026-c0_2239350_2239490,yep .,yep .,b,b
Bmr026-c1_2240270_2244250,i - i would expect that something that had a different feature set would - would uh - benefit from .,i - i would expect that something that had a different feature set would - would uh - benefit from .,s,s
Bmr026-c3_2242420_2242780,uhhuh .,mm-hmm .,b,b
Bmr026-c5_2244960_2247420,what about uh - hidden unit size on this ?,what about uh - hidden unit size on this ?,qw,qw
Bmr026-c1_2246970_2247540,oh wait a minute .,oh wait a minute .,s^co,s^co
Bmr026-c1_2247540_2248620,and the other thing uh ==,and the other thing uh ==,s.%--,s.%--
Bmr026-c5_2247830_2247960,oh .,oh .,b,b
Bmr026-c1_2248620_2248880,sorry .,sorry .,s^fa^t3,s^fa^t3
Bmr026-c1_2248880_2254430,it was - the other thing is that what was in common to the cambridge system and our system is they both were training posteriors .,it was - the other thing is that what was in common to the cambridge system and our system is they both were training posteriors .,s,s
Bmr026-c0_2255210_2255470,right .,right .,b,b
Bmr026-c1_2255680_2257830,so i mean uh - that's another pretty big difference .,so i mean uh - that's another pretty big difference .,s,s
Bmr026-c0_2256140_2256330,uh - yeah .,ah - yeah .,b,b
Bmr026-c0_2256330_2257450,that's another big difference .,that's another big difference .,s,s
Bmr026-c1_2257830_2260290,and uh - one bac- - at least ==,and uh - one bac- - at least ==,s.%-,s.%-
Bmr026-c1_2260680_2261080,back at ==,back at ==,s.%-,s.%-
Bmr026-c3_2260680_2261830,you mean with soft targets ?,you mean with soft targets ?,qy^bu^d^rt,qy^bu^d^rt
Bmr026-c3_2263030_2263250,or ?==,or ?==,qrr.%--,qrr.%--
Bmr026-c3_2265070_2265770,sorry i'm sor- ==,sorry i'm sor- ==,s^fa.%--,s^fa.%--
Bmr026-c3_2265770_2266170,i missed ==,i missed ==,s.%--,s.%--
Bmr026-c3_2266170_2267680,what - what's the key issue here ?,what - what's the key issue here ?,qw^rt,qw^rt
Bmr026-c1_2268060_2274510,oh that uh - both the cambridge system and our system were - were training posteriors .,oh that uh - both the cambridge system and our system were - were training posteriors .,s,s
Bmr026-c1_2274590_2279080,and if we're - we're coming from alignments coming from the s r i system it's a likelihood based system .,and if we're - we're coming from alignments coming from the s_r_i system it's a likelihood-based system .,s,s
Bmr026-c1_2280130_2281740,so - so that's another difference .,so - so that's another difference .,s,s
Bmr026-c3_2280180_2280500,yeah .,yeah .,b,b
Bmr026-c1_2281740_2287760,i mean - you know there's diffe- - different front end different - different uh - um - training criterion .,i mean - you know there's diffe- - different front-end different - different uh - um - training criterion .,s,s
Bmr026-c1_2288750_2297660,uh - | i would think that in a- - that an embedded uh - embedded uh - training would have at least a good shot of improving it some more .,uh - | i would think that in a- - that an embedded uh - embedded uh - training would have at least a good shot of improving it some more .,fh|s,fh|s
Bmr026-c3_2296930_2297340,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2297660_2298180,but we don't know .,but we don't know .,s^no,s^no
Bmr026-c3_2300170_2300500,okay .,o_k .,b,b
Bmr026-c1_2301010_2301530,you going to say something ?,you gonna say something ?,qy^d^rt^tc,qy^d^rt^tc
Bmr026-c5_2301610_2301800,yeah .,yeah .,s^aa,s^aa
Bmr026-c5_2301800_2305820,i was wondering uh - you know what size net i should ==,i was wondering uh - you know what size net i should ==,s^r.%--,s^r.%--
Bmr026-c5_2307200_2309700,anybody have any intuitions or suggestions ?,anybody have any intuitions or suggestions ?,qo,qo
Bmr026-c1_2309630_2310680,uh - how much training data ?,uh - how much training data ?,qw^rt,qw^rt
Bmr026-c5_2311890_2314410,well i was going to start off with the small train set .,well i was gonna start off with the small train set .,s,s
Bmr026-c1_2314520_2315860,and how - how many hours is that ?,and how - how many hours is that ?,qw^rt,qw^rt
Bmr026-c5_2315680_2316130,that's why i was ==,that's why i was ==,s.%--,s.%--
Bmr026-c5_2316130_2317430,i - i'm not sure how much that is .,i - i'm not sure how much that is .,s^no,s^no
Bmr026-c3_2316850_2318750,uh - | i think that has about ==,uh - | i think that has about ==,fg|s.%--,fg|s.%--
Bmr026-c3_2319480_2321450,well i- - you'd - would be gender dependent training .,well i- - you'd - would be gender-dependent training .,s^bu,s^bu
Bmr026-c3_2321600_2321980,right ?,right ?,qy^d^g,qy^d^g
Bmr026-c5_2321890_2322880,gender dependent yeah .,gender-dependent yeah .,s^aa^m,s^aa^m
Bmr026-c3_2321980_2328560,so - so i think it's - uh - that's about huh something like thirty hours .,so - so i think it's - uh - that's about mmm something like thirty hours .,s,s
Bmr026-c5_2329820_2330300,thirty hours ?,thirty hours ?,qy^d^m^rt,qy^d^m^rt
Bmr026-c3_2329900_2331040,thirty hours per gender .,thirty hours per gender .,s^aa^e,s^aa^e
Bmr026-c0_2332300_2333350,i'm not sure what this'll mean .,i'm not sure what this'll mean .,s^no.x,s^no.x
Bmr026-c5_2333240_2334140,in the small training set ?,in the small training set ?,qy^bu^d^rt,qy^bu^d^rt
Bmr026-c0_2334490_2334700,hello ?,hello ?,qo^rt^t3,qo^rt^t3
Bmr026-c3_2334490_2335270,i - i think so .,i - i think so .,s^aa,s^aa
Bmr026-c3_2335270_2335540,i'll ==,i'll ==,%--,%--
Bmr026-c0_2336740_2337090,excuse me ?,excuse me ?,qw^br^rt^t3,qw^br^rt^t3
Bmr026-c3_2337580_2338660,it's definitely less than a hundred .,it's definitely less than a hundred .,s,s
Bmr026-c3_2338660_2342650,you know it's more like - like thirty forty hours .,you know it's more like - like thirty forty hours .,s,s
Bmr026-c0_2339140_2339530,all right .,alright .,s^bk^t3,s^bk^t3
Bmr026-c3_2342650_2343420,something like that .,something like that .,s,s
Bmr026-c0_2343440_2343840,wrong number .,wrong number .,s^t3,s^t3
Bmr026-c5_2345650_2346420,they called to tell us that ?,they called to tell us that ?,qy^d^rt,qy^d^rt
Bmr026-c3_2346930_2347120,yeah .,yeah .,b.%,b.%
Bmr026-c1_2347200_2347350,yeah .,yeah .,s^aa,s^aa
Bmr026-c1_2348200_2351710,um - | so uh - after run ==,um - | so uh - after run- ==,fg|s.%-,fg|s.%-
Bmr026-c5_2350560_2352050,i mean i didn't want to do too big .,i mean i didn't want to do too big .,s,s
Bmr026-c1_2352330_2352690,right .,right .,s^bk,s^bk
Bmr026-c5_2352390_2352750,just ==,just ==,%--,%--
Bmr026-c1_2352820_2353200,so ==,so ==,s.%--,s.%--
Bmr026-c1_2353410_2355540,at least a couple thousand hidden units .,at least a couple thousand hidden units .,s,s
Bmr026-c1_2357010_2357290,i mean ==,i mean ==,s.%--,s.%--
Bmr026-c3_2357060_2357450,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2357290_2360210,it's - it's th- - the thing i'll - i'll think about it a little more .,it's - it's th- - the thing i'll - i'll think about it a little more .,s,s
Bmr026-c1_2360210_2362930,but it - it'd be toss up between two thousand and four thousand .,but it - it'd be toss up between two thousand and four thousand .,s,s
Bmr026-c5_2363360_2363720,huh .,mmm .,b,b
Bmr026-c1_2364010_2365380,you definitely wouldn't want the eight thousand .,you definitely wouldn't want the eight thousand .,s^cs,s^cs
Bmr026-c1_2365380_2366720,it's m- - it's more than ==,it's m- - it's more than ==,s.%-,s.%-
Bmr026-c5_2366600_2367680,and a thousand is too small ?,and a thousand is too small ?,qy^bu^d^rt,qy^bu^d^rt
Bmr026-c1_2369270_2370110,oh let me think about it .,oh let me think about it .,h,h
Bmr026-c1_2370110_2373690,but i think that - that uh - th- - at some point there's diminishing returns .,but i think that - that uh - th- - at some point there's diminishing returns .,s,s
Bmr026-c5_2373830_2374160,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2374120_2375880,i mean it doesn't actually get worse typically .,i mean it doesn't actually get worse typically .,s,s
Bmr026-c0_2374710_2374970,uhhuh .,mm-hmm .,b,b
Bmr026-c1_2375880_2377800,but it - but - but there is diminishing returns .,but it - but - but there is diminishing returns .,s^e,s^e
Bmr026-c1_2377800_2379510,and you're doubling the amount of time .,and you're doubling the amount of time .,s,s
Bmr026-c3_2378660_2382370,remember you'll have a smaller output layer so there's going to be fewer parameters there .,remember you'll have a smaller output layer so there's gonna be fewer parameters there .,s,s
Bmr026-c0_2382010_2382910,but not by a lot .,but not by a lot .,s^arp,s^arp
Bmr026-c1_2382470_2383300,not by much .,not by much .,s^arp,s^arp
Bmr026-c3_2382550_2383190,and then ==,and then ==,%-,%-
Bmr026-c1_2383630_2385740,fifty s- - fifty four to forty eight ?,fifty s- - fifty four to forty eight ?,qy^bu^d^rt,qy^bu^d^rt
Bmr026-c0_2384700_2386550,vast majority is from the input unit .,vast majority is from the input unit .,s,s
Bmr026-c3_2387680_2388000,okay .,o_k .,s^bk,s^bk
Bmr026-c3_2388000_2388310,yeah .,yeah .,b,b
Bmr026-c1_2388120_2388400,yeah .,yeah .,b,b
Bmr026-c1_2388680_2388950,yeah .,yeah .,b,b
Bmr026-c1_2388950_2390250,it'll have a very tiny effect .,it'll have a very tiny effect .,s,s
Bmr026-c0_2390820_2392410,right | because you used the context windows .,right | because you used the context windows .,s^aa|s,s^aa|s
Bmr026-c0_2392730_2395200,and so the input to hidden is much much larger .,and so the input to hidden is much much larger .,s,s
Bmr026-c1_2392820_2393160,yeah .,yeah .,b,b
Bmr026-c3_2394430_2394920,oh i see .,oh i see .,s^bk,s^bk
Bmr026-c3_2394920_2395150,i see .,i see .,s^bk,s^bk
Bmr026-c3_2395150_2395860,yeah of course .,yeah of course .,s^bk,s^bk
Bmr026-c1_2395760_2396010,yeah .,yeah .,b,b
Bmr026-c3_2395990_2396110,yeah .,yeah .,b.%,b.%
